FEMALE,NONWHITE,UNION,EDUC,AGE,EXPER,WAGE,LNWAGE
1,1,0,12,33,15,29.8,3.3945083935
0,0,0,5,38,27,17,2.8332133441
1,1,0,14,52,32,19.225,2.9562115154
0,0,0,16,25,3,20,2.9957322736
1,0,0,18,29,5,41.825,3.7334942469
0,0,0,16,24,2,11.5,2.4423470354
1,1,0,16,23,1,26,3.258096538
0,0,0,16,34,12,20.027777778,2.9971201988
0,0,0,16,42,20,59.125,4.0796538468
1,1,0,20,35,9,40,3.6888794541
0,0,0,18,35,11,32.222222222,3.4726563456
0,0,0,18,33,9,72.125,4.2784007248
0,0,0,16,60,38,22.125,3.0967081909
1,0,0,18,35,11,24.05,3.1801349966
0,1,0,16,52,30,6.6666666667,1.8971199849
0,0,0,18,47,23,30.777777778,3.4267929289
0,0,1,14,49,29,30.79,3.4271899619
0,0,0,16,56,34,14.07,2.6440448711
1,0,0,11,36,19,12.25,2.505525937
1,0,0,14,54,34,18.91,2.9396908827
0,0,0,11,25,8,15.85,2.7631695003
0,1,0,12,39,21,19.84,2.9877001019
0,0,0,12,49,31,9,2.1972245773
1,0,0,12,63,45,12.5,2.5257286443
1,0,0,18,52,28,18.45,2.9150643705
0,0,0,12,34,16,22.75,3.1245651454
1,0,0,7,23,10,8,2.0794415417
0,1,0,12,22,4,8.5,2.1400661635
0,1,0,11,48,31,12.7,2.5416019935
1,1,0,12,62,44,20.175,3.0044442142
0,1,0,12,41,23,11,2.3978952728
1,0,0,14,59,39,8.74,2.1679101897
0,0,0,16,54,32,59.822222222,4.091377201
1,0,0,12,62,44,13,2.5649493575
0,1,0,18,32,8,10,2.302585093
1,0,0,12,63,45,25.644444444,3.2443269573
1,0,0,20,32,6,21.15,3.0516399055
1,0,0,18,52,28,27.5,3.3141860047
0,0,0,1,49,42,12,2.4849066498
0,0,0,18,50,26,61.955555556,4.1264172821
1,0,0,12,34,16,28,3.3322045102
0,0,0,12,38,20,31.25,3.4420193762
0,0,0,12,36,18,20.981818182,3.0436562618
0,0,0,16,59,37,15,2.7080502011
0,0,0,18,58,34,26.45,3.2752561583
0,1,0,16,25,3,28.85,3.362109993
0,0,0,16,49,27,57.7,4.0552571735
1,0,0,12,58,40,48.05,3.8722421354
1,0,0,12,46,28,19.225,2.9562115154
0,0,0,16,31,9,15,2.7080502011
0,0,0,12,48,30,14.4,2.6672282066
0,0,1,12,39,21,16.25,2.7880929088
1,0,0,12,49,31,8.24,2.1090003439
1,0,0,12,56,38,8.5,2.1400661635
1,0,0,18,34,10,28,3.3322045102
0,0,1,18,27,3,12,2.4849066498
1,1,0,12,55,37,8.1,2.0918640617
0,1,0,12,51,33,8,2.0794415417
1,0,0,16,34,12,15.375,2.7327428137
0,0,0,12,18,0,8,2.0794415417
1,0,0,12,25,7,13,2.5649493575
1,0,0,14,40,20,14.425,2.6689628124
1,0,0,12,57,39,19.25,2.9575110607
0,0,0,12,60,42,26.45,3.2752561583
0,0,0,10,39,23,15,2.7080502011
1,0,0,14,26,6,21.625,3.0738500528
0,0,0,16,37,15,9,2.1972245773
0,0,0,16,44,22,23.08,3.1389664416
1,0,0,12,43,25,24.583333333,3.2020687066
1,1,0,12,27,9,12.5,2.5257286443
0,1,0,12,28,10,9,2.1972245773
0,0,0,12,21,3,28.5,3.3499040873
1,1,0,12,31,13,12,2.4849066498
1,0,0,12,48,30,10,2.302585093
0,0,0,12,64,46,39.97,3.6881291727
1,0,0,16,34,12,19.24,2.9569914452
1,0,0,11,22,5,7.5,2.0149030205
1,0,0,9,51,36,10.5,2.3513752572
1,1,0,12,51,33,12,2.4849066498
1,1,0,12,25,7,13.5,2.6026896854
1,1,0,12,41,23,10,2.302585093
0,0,0,16,42,20,40.85,3.7099068213
0,0,0,20,36,10,30.766666667,3.4264318528
1,0,0,12,39,21,16.03,2.7744619666
0,0,0,12,21,3,7.5,2.0149030205
1,0,0,12,52,34,30,3.4011973817
1,0,0,16,51,29,15,2.7080502011
1,1,0,12,40,22,9.5,2.2512917986
0,1,0,14,55,35,15.5,2.7408400239
0,0,0,12,33,15,7.5,2.0149030205
0,0,0,16,25,3,7.5,2.0149030205
0,0,0,11,21,4,11,2.3978952728
0,0,0,14,21,1,11.25,2.4203681287
0,0,0,16,57,35,15.383333333,2.7332846723
0,1,0,12,43,25,7.7777777778,2.0512706647
0,1,0,12,58,40,18.75,2.9311937524
0,0,0,12,38,20,20,2.9957322736
0,1,0,16,41,19,26.854545455,3.2904350973
1,0,0,12,56,38,8.15,2.0980179273
1,0,0,16,27,5,29.8,3.3945083935
0,0,1,12,53,35,28.65,3.3551534432
1,0,0,16,52,30,38.433333333,3.6489251386
0,0,0,16,40,18,32.05,3.4672971834
0,0,0,12,42,24,13.5,2.6026896854
0,0,0,14,35,15,25,3.2188758249
1,0,0,14,59,39,23.075,3.1387497804
0,0,0,12,35,17,22.222222222,3.1010927892
0,0,0,12,63,45,16.75,2.8183982583
1,0,0,18,50,26,37.26,3.6179203652
0,0,0,16,59,37,12.581818182,2.5322527704
1,0,0,12,57,39,9.625,2.2643638802
1,1,0,14,31,11,10.45,2.3466019784
0,0,0,12,26,8,26.9,3.2921262866
1,0,0,16,42,20,31.05,3.4355988084
1,0,0,16,33,11,45.65,3.821003607
0,1,1,12,38,20,8.5277777778,2.1433288091
1,1,0,12,59,41,8.5,2.1400661635
1,0,0,14,23,3,11,2.3978952728
1,1,0,12,52,34,15.023255814,2.7095993881
1,0,0,14,35,15,24.05,3.1801349966
0,0,0,5,32,21,8,2.0794415417
1,1,0,20,41,15,12,2.4849066498
1,0,0,12,46,28,12.8,2.5494451709
0,0,0,16,36,14,24.05,3.1801349966
1,0,0,14,46,26,28.85,3.362109993
0,0,0,14,20,0,7.1428571429,1.9661128564
0,0,0,18,38,14,27.875,3.3277302298
0,0,0,12,59,41,15,2.7080502011
1,1,0,18,38,14,20.2,3.0056826044
0,0,0,12,47,29,22,3.0910424534
1,1,0,12,22,4,7.5,2.0149030205
1,0,0,12,45,27,8,2.0794415417
1,0,0,18,56,32,48.075,3.8727622915
1,0,0,16,52,30,57.7,4.0552571735
0,0,0,16,51,29,28.06,3.3343450747
1,0,0,18,55,31,25.1,3.2228678461
1,0,0,16,61,39,25.1,3.2228678461
0,0,0,16,36,14,17,2.8332133441
0,0,0,12,44,26,8.5,2.1400661635
1,0,0,12,40,22,16.02,2.7738379416
1,0,0,16,59,37,11.55,2.446685437
0,0,0,12,22,4,11.525,2.4445185889
1,0,0,14,49,29,18.25,2.90416508
1,0,0,11,52,35,9.5,2.2512917986
0,0,0,14,49,29,13.2,2.5802168296
0,0,0,12,36,18,17.3,2.8507065015
1,0,0,16,61,39,29,3.36729583
0,0,0,12,33,15,14.75,2.6912430828
0,0,0,12,54,36,23.8,3.1696855807
1,0,0,12,36,18,10,2.302585093
0,0,0,12,38,20,10.55,2.3561258599
1,0,0,12,33,15,11,2.3978952728
1,0,0,16,34,12,18,2.8903717579
1,0,0,16,29,7,7.16,1.968509981
0,0,0,14,42,22,18.275,2.9055340056
0,0,1,12,51,33,26,3.258096538
0,0,0,12,43,25,12,2.4849066498
1,0,0,16,60,38,20,2.9957322736
0,0,0,12,49,31,12.975,2.5630244291
1,1,0,12,35,17,8,2.0794415417
1,0,0,16,43,21,10,2.302585093
0,0,0,16,39,17,22.459459459,3.1117118822
1,0,0,12,19,1,9,2.1972245773
0,0,0,12,60,42,7.75,2.0476928434
0,1,0,12,23,5,10,2.302585093
0,0,0,12,46,28,9,2.1972245773
0,0,0,12,55,37,17,2.8332133441
1,0,1,12,42,24,21.625,3.0738500528
0,0,0,12,50,32,27.5,3.3141860047
0,0,0,16,32,10,19.95,2.9932291433
1,0,0,5,45,34,16,2.7725887222
0,0,0,12,22,4,18.5,2.9177707321
1,0,0,16,26,4,8.5,2.1400661635
0,0,0,12,54,36,21,3.0445224377
0,0,0,16,48,26,23.075,3.1387497804
0,0,0,16,50,28,33.65,3.5160130561
1,0,0,12,21,3,8.5,2.1400661635
1,0,0,18,42,18,12,2.4849066498
1,1,0,14,40,20,16.35,2.7942278973
0,1,0,16,27,5,22.5,3.1135153092
1,0,0,12,58,40,10,2.302585093
1,1,0,12,48,30,15,2.7080502011
0,0,0,9,51,36,15.86,2.7638002162
0,1,0,12,26,8,10,2.302585093
1,0,0,12,26,8,11.85,2.4723278676
1,0,0,14,48,28,28.85,3.362109993
1,0,0,12,36,18,19.75,2.9831534913
1,0,0,12,44,26,10.99,2.3969857684
0,0,0,12,36,18,22.6,3.1179499063
0,0,0,18,50,26,28.35,3.3446270302
0,0,0,12,39,21,57.675,4.0548238041
1,0,0,20,34,8,29.8,3.3945083935
0,0,0,12,30,12,10,2.302585093
0,1,0,12,42,24,19.225,2.9562115154
0,1,0,12,39,21,9.6,2.2617630985
0,0,0,12,57,39,21.5,3.0680529351
1,0,0,12,49,31,12,2.4849066498
0,0,0,0,25,19,8,2.0794415417
0,0,0,16,49,27,15.38,2.7330679641
1,0,1,14,27,7,14.125,2.647946277
0,0,0,16,61,39,29.422222222,3.3817502467
1,1,0,12,28,10,8,2.0794415417
1,1,0,11,49,32,8.5,2.1400661635
0,0,0,16,30,8,15,2.7080502011
1,0,0,16,56,34,15.875,2.7647455448
0,0,0,12,38,20,13.46,2.5997223242
0,0,0,12,29,11,21.25,3.0563568954
0,0,0,12,29,11,11,2.3978952728
0,0,1,12,58,40,22.92,3.1320098918
0,1,0,12,44,26,19,2.9444389792
1,1,0,12,54,36,17.85,2.8820035082
1,0,0,16,22,0,9.04,2.2016591744
0,1,0,14,50,30,14.75,2.6912430828
0,1,1,16,58,36,30,3.4011973817
1,0,0,14,55,35,36,3.5835189385
0,0,0,18,34,10,20.8,3.0349529867
0,0,0,12,52,34,13,2.5649493575
1,0,0,12,62,44,9,2.1972245773
0,0,0,12,50,32,23.06,3.1380995148
0,0,0,12,33,15,12.5,2.5257286443
1,0,0,12,34,16,10,2.302585093
1,0,0,16,31,9,42.5,3.7495040759
1,0,0,12,52,34,10.25,2.3272777056
0,0,0,12,45,27,23,3.1354942159
1,1,0,11,29,12,9.4,2.2407096893
0,0,0,16,53,31,15.76,2.7574750844
1,0,0,12,20,2,3,1.0986122887
0,1,1,12,54,36,22.4,3.1090609589
1,0,0,16,31,9,24,3.1780538303
0,1,0,16,51,29,21.95,3.0887671395
1,0,0,12,49,31,15.35,2.731115474
0,0,0,20,61,35,48.075,3.8727622915
1,1,0,12,58,40,11,2.3978952728
0,1,0,12,56,38,8,2.0794415417
1,0,0,16,60,38,10.5,2.3513752572
0,0,0,12,25,7,15,2.7080502011
0,1,0,20,60,34,50,3.9120230054
1,1,1,18,55,31,28.825,3.3612430662
1,0,0,12,50,32,26,3.258096538
0,0,0,16,33,11,7.9,2.0668627595
0,0,0,12,49,31,16.23,2.7868613815
1,0,0,14,57,37,29.34,3.3789517727
0,0,0,14,49,29,26,3.258096538
1,0,0,14,40,20,16,2.7725887222
0,0,0,20,35,9,60.1,4.0960098415
1,0,0,12,41,23,12.6,2.533696814
1,0,0,20,47,21,49.452380952,3.9010102056
0,1,0,9,41,26,11,2.3978952728
0,0,0,12,28,10,12.8,2.5494451709
0,0,1,12,48,30,32,3.4657359028
0,0,1,12,31,13,9.5,2.2512917986
0,0,0,12,55,37,10.18,2.3204250111
0,0,0,14,31,11,14.5,2.6741486494
0,0,0,14,31,11,12.5,2.5257286443
0,0,0,18,37,13,17.3,2.8507065015
0,0,0,12,48,30,17.85,2.8820035082
1,0,0,12,27,9,11.2,2.4159137783
1,0,0,12,32,14,22.5,3.1135153092
1,0,0,12,28,10,9.27,2.2267833796
0,0,0,5,39,28,10,2.302585093
1,0,0,12,29,11,22.5,3.1135153092
0,0,0,14,52,32,15,2.7080502011
1,0,0,12,49,31,16.56,2.806990149
0,0,0,12,20,2,9,2.1972245773
1,0,0,14,21,1,2.5,0.9162907319
1,0,0,10,40,24,12,2.4849066498
0,1,0,16,49,27,72.125,4.2784007248
1,1,0,16,22,0,26.45,3.2752561583
1,1,0,14,38,18,20,2.9957322736
0,1,0,12,22,4,10.65,2.3655598922
1,0,0,16,30,8,27.963636364,3.3309049648
1,0,0,18,65,41,36,3.5835189385
0,0,0,14,58,38,38.466666667,3.6497920654
1,0,0,18,31,7,18.46,2.9156062291
1,0,0,12,34,16,16.5,2.8033603809
0,0,0,14,64,44,41.55,3.7268975213
1,0,0,18,41,17,21.625,3.0738500528
0,1,0,12,26,8,14,2.6390573296
0,1,1,16,34,12,41,3.7135720667
0,0,1,14,39,19,18,2.8903717579
1,1,0,12,21,3,8,2.0794415417
1,1,0,16,26,4,10.11,2.313525033
0,1,1,16,26,4,17.4,2.8564702062
1,0,1,12,49,31,12,2.4849066498
0,0,0,12,52,34,12.5,2.5257286443
0,0,0,16,31,9,19.15,2.9523027156
0,0,0,12,55,37,32.5,3.4812400893
1,0,0,16,32,10,20.2,3.0056826044
0,0,0,16,41,19,41.214285714,3.7187849369
0,0,0,12,32,14,12.5,2.5257286443
0,1,0,18,29,5,49.525,3.9024775926
0,0,0,7,28,15,11.25,2.4203681287
0,1,0,12,32,14,16.666666667,2.8134107168
0,1,0,14,37,17,18.5,2.9177707321
0,1,0,12,45,27,9,2.1972245773
1,0,0,12,57,39,36.755555556,3.6042893858
1,0,0,18,29,5,13.84,2.6275629502
1,0,1,12,37,19,10,2.302585093
1,1,0,12,52,34,21.4,3.063390922
1,0,0,12,55,37,9,2.1972245773
0,0,0,12,39,21,15,2.7080502011
0,1,0,16,50,28,13,2.5649493575
0,0,0,12,40,22,23.06,3.1380995148
0,0,0,12,23,5,18.5,2.9177707321
1,0,0,11,34,17,8.5,2.1400661635
0,0,0,16,31,9,18.75,2.9311937524
0,0,0,14,24,4,9.5,2.2512917986
0,0,0,16,58,36,55.555555556,4.0173835211
0,0,0,12,44,26,61.55,4.1198498526
0,0,0,14,32,12,19.785714286,2.9849601766
1,1,0,9,51,36,8,2.0794415417
0,0,0,14,36,16,14.75,2.6912430828
0,0,0,12,25,7,15,2.7080502011
1,0,0,16,30,8,17,2.8332133441
0,0,0,12,58,40,20.5,3.0204248861
1,0,0,12,57,39,16.15,2.7819200497
0,0,0,16,31,9,12,2.4849066498
1,0,0,20,31,5,72,4.276666119
0,0,0,14,46,26,17.875,2.8834030886
1,0,0,12,55,37,10.25,2.3272777056
1,0,0,10,54,38,9,2.1972245773
0,0,0,12,38,20,11.55,2.446685437
0,0,0,14,63,43,22,3.0910424534
0,0,0,12,21,3,8.5,2.1400661635
0,0,0,16,27,5,16.8,2.8213788864
0,0,0,16,24,2,11.5,2.4423470354
1,1,0,12,37,19,21,3.0445224377
1,0,0,12,23,5,8.25,2.1102132003
0,0,0,12,22,4,25,3.2188758249
0,0,0,11,40,23,11,2.3978952728
0,0,0,12,28,10,7.5,2.0149030205
1,0,0,16,51,29,20.75,3.0325462467
0,0,0,12,52,34,15,2.7080502011
0,0,0,14,32,12,7.65,2.0347056478
1,0,0,9,47,32,10,2.302585093
1,0,0,14,59,39,19.225,2.9562115154
1,0,0,14,21,1,8.05,2.0856720914
0,0,0,16,26,4,5.38,1.6826883742
0,0,0,12,55,37,18.175,2.9000470234
0,0,0,9,34,19,10.5,2.3513752572
0,0,0,12,42,24,19.25,2.9575110607
0,0,0,14,28,8,20.5,3.0204248861
0,0,0,12,31,13,9.5,2.2512917986
1,0,0,7,43,30,15,2.7080502011
0,0,0,16,63,41,9,2.1972245773
1,0,0,20,48,22,34,3.5263605246
0,0,0,16,38,16,16,2.7725887222
0,0,0,20,44,18,57.7,4.0552571735
0,0,1,12,31,13,7,1.9459101491
0,0,0,12,61,43,16.12,2.7800607371
0,0,0,12,52,34,25.833333333,3.2516656477
0,0,0,12,64,46,20,2.9957322736
1,0,0,12,28,10,9.69,2.2710944259
1,0,0,16,45,23,20.175,3.0044442142
0,0,0,12,46,28,20,2.9957322736
0,0,0,10,44,28,10.375,2.3393990661
1,0,0,12,19,1,10,2.302585093
1,0,0,14,41,21,14.5,2.6741486494
1,0,0,12,30,12,8.25,2.1102132003
1,0,0,12,48,30,19.771428571,2.9842378941
0,0,0,18,64,40,22.125,3.0967081909
0,0,0,12,52,34,34,3.5263605246
0,0,0,16,32,10,20,2.9957322736
0,0,0,16,58,36,10,2.302585093
0,0,0,12,33,15,15,2.7080502011
1,0,0,12,54,36,8.3,2.1162555148
0,0,0,16,49,27,11.15,2.4114394979
0,1,0,12,45,27,20.5,3.0204248861
0,0,0,16,49,27,38.466666667,3.6497920654
0,1,0,16,43,21,15.3,2.7278528284
1,0,0,12,53,35,11,2.3978952728
1,0,1,18,33,9,36.333333333,3.5927355936
1,0,0,14,43,23,24.49,3.198264871
0,0,0,16,61,39,33,3.4965075615
1,0,0,18,55,31,23.55,3.1591258205
1,0,0,16,52,30,18.33,2.9085390619
1,0,0,16,25,3,19.225,2.9562115154
1,0,0,16,38,16,29.8,3.3945083935
0,0,0,12,57,39,19,2.9444389792
0,0,0,16,53,31,57.7,4.0552571735
0,0,0,18,44,20,38.466666667,3.6497920654
1,0,0,12,44,26,10.5,2.3513752572
1,0,0,14,48,28,25,3.2188758249
1,0,0,16,39,17,50.475,3.9214781642
1,0,0,12,20,2,10,2.302585093
0,0,1,18,30,6,17.7,2.8735646396
0,0,0,12,54,36,16,2.7725887222
1,0,0,12,28,10,11,2.3978952728
1,0,0,12,40,22,12,2.4849066498
1,0,0,18,56,32,21.837837838,3.0836441459
1,0,0,16,33,11,19.216666667,2.955777958
0,0,0,12,25,7,32.727272727,3.4882087587
0,0,0,12,23,5,13,2.5649493575
1,0,0,12,21,3,7.25,1.9810014689
1,0,0,16,59,37,24.472727273,3.197559325
0,0,0,12,46,28,18.46,2.9156062291
1,1,0,16,31,9,15.1,2.7146947438
0,0,0,12,35,17,6.92,1.9344157696
0,0,0,12,56,38,19.8,2.9856819377
0,0,0,16,32,10,33.65,3.5160130561
0,0,0,20,60,34,21.538461538,3.0698402457
0,0,1,12,50,32,16,2.7725887222
1,0,0,12,46,28,8.5714285714,2.1484344132
0,1,0,11,37,20,22,3.0910424534
1,0,0,12,55,37,21.625,3.0738500528
1,0,0,12,56,38,13.25,2.5839975524
1,0,0,16,52,30,21.783333333,3.0811451514
1,0,0,14,24,4,18.275,2.9055340056
0,0,0,5,46,35,8,2.0794415417
1,0,0,16,31,9,26.916666667,3.2927456734
1,0,0,5,60,49,9,2.1972245773
0,0,0,12,34,16,14,2.6390573296
1,0,0,18,35,11,18.75,2.9311937524
0,0,0,16,44,22,33.46,3.5103506956
0,0,0,16,28,6,31.25,3.4420193762
0,0,1,18,47,23,25,3.2188758249
1,0,0,16,63,41,35,3.5553480615
1,0,0,12,47,29,15.5,2.7408400239
0,0,0,12,36,18,8.25,2.1102132003
0,0,0,18,31,7,28.825,3.3612430662
0,0,0,14,35,15,14.75,2.6912430828
1,0,0,12,44,26,15.6,2.7472709143
1,0,0,20,40,14,21.875,3.0853444322
0,0,0,12,30,12,15,2.7080502011
0,1,0,12,44,26,13.981818182,2.6377577843
1,0,0,12,47,29,16.84,2.8237570088
0,0,1,18,44,20,28.85,3.362109993
1,0,0,18,41,17,28.85,3.362109993
1,0,0,12,40,22,23.08,3.1389664416
1,0,0,20,56,30,57.7,4.0552571735
0,0,0,18,39,15,75,4.3174881135
0,0,0,12,64,46,22,3.0910424534
0,0,0,12,52,34,20.425,3.0167596407
0,0,0,5,53,42,9,2.1972245773
0,0,0,16,59,37,17.95,2.8875901149
0,0,0,12,32,14,13,2.5649493575
1,1,1,16,27,5,40,3.6888794541
0,1,1,12,47,29,18.25,2.90416508
0,0,0,16,55,33,25.644444444,3.2443269573
1,1,0,16,44,22,26.775,3.2874686163
1,0,0,12,58,40,12.5,2.5257286443
0,0,1,12,56,38,16.755555556,2.8187298782
0,0,0,12,31,13,16.825,2.8228658755
1,0,0,12,35,17,10,2.302585093
0,0,0,12,46,28,10,2.302585093
1,0,0,12,21,3,9,2.1972245773
1,0,0,16,37,15,8.5,2.1400661635
1,0,0,16,27,5,7.25,1.9810014689
1,0,0,14,31,11,4,1.3862943611
1,0,0,14,48,28,13,2.5649493575
0,0,0,12,54,36,38.45,3.649358696
0,0,0,12,19,1,9.06,2.2038691201
0,1,0,16,26,4,15.5,2.7408400239
0,0,0,16,25,3,14.5,2.6741486494
1,0,0,20,44,18,36.05,3.5849068637
1,1,1,12,56,38,20,2.9957322736
0,0,1,12,54,36,29,3.36729583
1,0,1,18,37,13,37.033333333,3.611818408
0,0,0,12,30,12,15.38,2.7330679641
1,0,0,14,30,10,18,2.8903717579
0,0,0,20,53,27,57.7,4.0552571735
1,0,0,12,21,3,20,2.9957322736
0,0,0,16,45,23,17,2.8332133441
1,0,0,12,43,25,13,2.5649493575
0,0,1,12,21,3,10.5,2.3513752572
0,0,0,14,43,23,9.3,2.2300144002
1,0,0,16,38,16,18.01,2.8909271592
0,0,0,14,47,27,48.9,3.8897773965
1,0,0,12,45,27,9.25,2.2246235515
1,0,0,14,63,43,25.375,3.2337644374
0,0,1,12,42,24,27.5,3.3141860047
1,0,0,12,22,4,10,2.302585093
0,0,0,18,31,7,34.24,3.5333945513
0,0,0,20,43,17,51.35,3.9386649364
0,1,0,16,48,26,29.388888889,3.380616674
0,0,0,16,49,27,60.104166667,4.096079168
1,0,0,16,57,35,55.090909091,4.0089847133
0,0,0,18,55,31,62.95,4.1423407605
0,0,0,18,39,15,21,3.0445224377
1,1,0,16,50,28,31.15,3.4388142452
1,0,0,14,50,30,20.71,3.0306166754
1,0,0,12,45,27,32.488888889,3.4808981505
0,0,0,5,35,24,8,2.0794415417
0,0,0,12,51,33,18,2.8903717579
1,0,0,14,64,44,10,2.302585093
1,0,1,18,55,31,45.725,3.8226451943
1,0,0,9,26,11,8,2.0794415417
1,0,0,12,23,5,8.5,2.1400661635
0,1,0,16,53,31,29.671428571,3.3901845818
0,0,0,12,47,29,18,2.8903717579
1,0,0,12,18,0,8.2352941176,2.1084290786
1,0,0,12,44,26,5.775,1.7535382564
0,0,1,14,46,26,17.3,2.8507065015
1,0,0,12,23,5,10,2.302585093
1,0,0,9,59,44,8.5,2.1400661635
1,1,0,16,45,23,72.125,4.2784007248
1,1,1,16,62,40,25,3.2188758249
1,0,0,16,43,21,14,2.6390573296
0,0,0,12,20,2,8.8,2.1747517215
0,0,1,12,27,9,15.35,2.731115474
0,0,0,20,52,26,45.675,3.8215511023
1,0,0,16,31,9,57.7,4.0552571735
1,0,0,14,29,9,27,3.295836866
1,0,0,12,18,0,8,2.0794415417
0,0,1,12,25,7,7.25,1.9810014689
1,1,0,14,47,27,8,2.0794415417
1,0,0,12,50,32,15,2.7080502011
0,0,0,16,24,2,19.225,2.9562115154
1,0,0,18,59,35,17,2.8332133441
0,0,0,12,31,13,18,2.8903717579
1,0,0,16,29,7,9,2.1972245773
1,0,0,12,27,9,10.5,2.3513752572
0,0,0,1,55,48,14,2.6390573296
0,0,0,12,55,37,15,2.7080502011
0,1,0,16,29,7,4.9428571429,1.597943533
0,0,0,12,52,34,18.266666667,2.9050779053
0,0,0,7,37,24,10,2.302585093
0,0,0,12,43,25,16.09,2.778197961
0,0,0,12,24,6,8,2.0794415417
1,0,1,12,29,11,11,2.3978952728
1,0,0,12,24,6,8,2.0794415417
0,0,0,16,42,20,27.5,3.3141860047
1,0,0,12,32,14,23,3.1354942159
1,0,0,12,64,46,11,2.3978952728
1,0,1,14,57,37,14.425,2.6689628124
0,0,0,12,54,36,57.7,4.0552571735
1,0,0,5,54,43,12.5,2.5257286443
0,0,0,12,51,33,21,3.0445224377
0,0,1,11,33,16,14.15,2.6497146241
1,0,0,12,22,4,11,2.3978952728
1,0,0,1,62,55,8.25,2.1102132003
1,0,0,16,30,8,28,3.3322045102
1,0,0,18,39,15,18.33,2.9085390619
0,0,1,16,35,13,40,3.6888794541
0,1,0,16,58,36,26,3.258096538
1,0,0,0,35,29,16,2.7725887222
0,0,0,12,33,15,14.5,2.6741486494
1,1,0,16,37,15,14.66,2.6851226965
0,0,1,12,21,3,9,2.1972245773
1,0,0,20,52,26,70,4.248495242
0,0,0,16,46,24,35,3.5553480615
1,0,0,16,23,1,10,2.302585093
0,0,0,20,31,5,25,3.2188758249
0,1,1,16,57,35,62,4.127134385
0,0,1,16,57,35,33,3.4965075615
0,0,0,12,46,28,10.2,2.3223877203
1,0,1,14,41,21,45,3.8066624898
1,1,1,14,46,26,13.5,2.6026896854
1,0,1,12,62,44,33,3.4965075615
0,0,0,18,30,6,48.204545455,3.8754533206
0,0,0,12,56,38,13,2.5649493575
1,0,1,16,57,35,20.76,3.0330280583
1,0,0,11,19,2,10,2.302585093
0,0,1,16,58,36,28.85,3.362109993
1,1,0,14,51,31,32.28,3.4744478434
0,0,0,16,49,27,48.083333333,3.8729356167
0,1,0,16,39,17,72.125,4.2784007248
1,1,0,16,63,41,12,2.4849066498
0,0,1,18,48,24,14,2.6390573296
0,1,0,16,39,17,34.05,3.5278300326
0,1,1,12,65,47,30,3.4011973817
1,1,0,16,36,14,26.425,3.2743105318
1,0,0,18,41,17,64.111111111,4.1606176892
1,0,0,16,48,26,57.7,4.0552571735
1,0,0,12,36,18,5.5,1.7047480922
1,0,1,16,36,14,9.6,2.2617630985
0,0,0,12,34,16,19.5,2.9704144656
0,1,0,16,35,13,50,3.9120230054
0,1,0,12,35,17,10.5,2.3513752572
0,0,0,12,30,12,20,2.9957322736
0,0,1,12,31,13,24,3.1780538303
1,1,0,12,31,13,15,2.7080502011
1,1,0,16,48,26,19.225,2.9562115154
0,0,1,14,58,38,25.5,3.2386784522
1,0,0,18,54,30,57.7,4.0552571735
1,1,0,12,51,33,15.85,2.7631695003
0,0,0,11,32,15,9.5,2.2512917986
0,0,1,14,44,24,19.225,2.9562115154
0,1,1,12,34,16,24,3.1780538303
0,0,0,12,23,5,15,2.7080502011
1,0,0,14,46,26,19,2.9444389792
1,0,0,16,27,5,34.7,3.546739687
1,1,0,12,38,20,12.21,2.5022552881
0,0,0,16,42,20,34.62,3.5444315497
0,0,0,12,51,33,50,3.9120230054
1,0,0,12,21,3,9,2.1972245773
1,0,0,16,62,40,23.075,3.1387497804
1,0,0,12,38,20,20.5,3.0204248861
1,1,0,12,31,13,15,2.7080502011
1,0,0,12,25,7,14,2.6390573296
1,1,0,16,53,31,12,2.4849066498
0,1,0,12,49,31,24.34,3.1921210876
0,0,0,18,40,16,60,4.0943445622
0,1,0,16,63,41,36.25,3.5904393813
0,1,0,16,56,34,31.25,3.4420193762
0,1,0,16,21,-1,17,2.8332133441
0,1,0,16,35,13,25,3.2188758249
1,1,0,20,34,8,57.7,4.0552571735
0,1,0,11,64,47,6.0526315789,1.8004931492
1,1,1,18,44,20,27.875,3.3277302298
0,1,1,12,27,9,16,2.7725887222
1,0,0,14,33,13,25,3.2188758249
0,1,0,12,31,13,10,2.302585093
0,1,1,12,31,13,14.25,2.6567569067
1,1,0,16,25,3,28.85,3.362109993
0,1,0,12,27,9,15,2.7080502011
1,0,0,12,62,44,19,2.9444389792
