FEMALE,NONWHITE,UNION,EDUC,AGE,EXPER,WAGE,LNWAGE
1,0,0,14,23,3,8.1,2.0918640617
1,0,0,12,40,22,8.5,2.1400661635
0,0,0,16,35,13,30.775,3.4267026721
0,0,0,16,43,21,32.7,3.4873750779
0,0,0,12,62,44,9.5,2.2512917986
1,1,0,12,44,26,9.6,2.2617630985
1,0,0,20,29,3,14.4,2.6672282066
0,0,0,16,55,33,23.525,3.1580636855
1,0,1,12,31,13,14,2.6390573296
1,0,0,12,49,31,13,2.5649493575
1,0,0,12,33,15,9,2.1972245773
1,0,0,12,41,23,17,2.8332133441
0,0,1,12,37,19,12,2.4849066498
0,0,1,16,35,13,19.1,2.9496883351
1,0,1,16,29,7,15.46,2.7382560432
0,0,1,10,42,26,13.25,2.5839975524
1,0,1,12,45,27,14,2.6390573296
1,0,0,12,41,23,10.3,2.3321438952
0,0,0,10,21,5,9.25,2.2246235515
0,0,0,1,34,27,19,2.9444389792
0,0,0,14,58,38,48.075,3.8727622915
1,0,0,12,64,46,14,2.6390573296
1,0,0,14,20,0,17.5,2.8622008809
0,0,0,12,56,38,48.075,3.8727622915
1,0,0,18,43,19,37.5,3.624340933
0,0,0,12,49,31,13.5,2.6026896854
1,0,1,14,41,21,19.28,2.9590682892
0,0,0,12,29,11,10,2.302585093
0,0,0,16,48,26,34.62,3.5444315497
1,0,0,16,46,24,35.25,3.5624655293
1,0,0,12,43,25,8.5,2.1400661635
0,0,0,20,25,-1,35.5,3.5695326965
0,0,0,20,47,21,57.7,4.0552571735
1,0,0,12,41,23,5.15,1.6389967147
1,0,0,14,42,22,18.64,2.9253098093
1,0,0,18,41,17,24.025,3.1790949549
0,0,1,12,45,27,25,3.2188758249
0,0,1,16,36,14,21.25,3.0563568954
0,0,0,12,26,8,16.25,2.7880929088
0,0,0,12,38,20,23,3.1354942159
1,0,0,12,18,0,6,1.7917594692
1,1,0,10,25,9,7.5,2.0149030205
1,0,0,14,44,24,18,2.8903717579
1,0,0,12,19,1,6.25,1.8325814637
1,1,0,12,24,6,10.5,2.3513752572
0,1,0,12,31,13,11,2.3978952728
0,1,0,16,35,13,31.25,3.4420193762
1,1,1,12,21,3,8.5,2.1400661635
0,0,1,12,53,35,19,2.9444389792
0,0,0,12,42,24,29.42,3.3816747152
1,0,1,18,30,6,23,3.1354942159
0,0,0,1,32,25,12,2.4849066498
1,0,0,12,18,0,6.3,1.8405496334
0,0,0,16,26,4,15.38,2.7330679641
0,0,0,14,48,28,29.8,3.3945083935
1,1,1,12,32,14,11,2.3978952728
1,1,0,12,29,11,11,2.3978952728
0,0,0,18,29,5,24.025,3.1790949549
1,0,0,16,28,6,22.5,3.1135153092
0,1,0,20,40,14,62.5,4.1351665567
0,0,0,14,30,10,19,2.9444389792
1,0,0,16,45,23,4.8,1.5686159179
1,1,1,14,33,13,7.2,1.974081026
1,0,0,12,47,29,14.5,2.6741486494
1,0,0,16,24,2,13.95,2.6354795083
0,0,1,12,60,42,15,2.7080502011
1,0,0,12,33,15,12.025,2.486987816
1,1,0,10,18,2,7.28,1.9851308622
1,0,0,12,44,26,9.27,2.2267833796
1,0,1,11,57,40,12.06,2.4898941913
1,0,0,14,37,17,14.9,2.701361213
0,1,0,12,45,27,8,2.0794415417
1,0,0,14,36,16,13.85,2.6282852326
1,0,0,12,37,19,11.3,2.4248027257
1,1,0,16,34,12,12.73,2.5439614126
1,0,0,12,28,10,11.43,2.4362414778
1,0,0,16,26,4,6.25,1.8325814637
1,0,0,12,19,1,21,3.0445224377
1,0,0,12,28,10,18.39,2.9118070386
0,0,0,16,47,25,26.92,3.2928695048
0,0,0,12,18,0,5.5,1.7047480922
1,0,1,18,50,26,24.05,3.1801349966
0,0,0,11,26,9,9.25,2.2246235515
0,0,0,12,43,25,16,2.7725887222
0,0,0,14,28,8,12.5,2.5257286443
1,0,0,12,27,9,10.5,2.3513752572
1,0,1,14,52,32,7.55,2.0215475633
1,0,0,16,24,2,6.5,1.8718021769
0,0,0,16,49,27,12.23,2.5038919497
1,0,0,12,35,17,7,1.9459101491
1,0,0,12,25,7,16.666666667,2.8134107168
0,0,1,11,40,23,13,2.5649493575
1,0,0,12,33,15,12.5,2.5257286443
1,0,0,12,39,21,6,1.7917594692
0,0,0,7,21,8,10,2.302585093
0,0,0,7,18,5,10,2.302585093
1,0,0,12,42,24,7.5,2.0149030205
1,0,0,12,62,44,8,2.0794415417
1,0,0,12,31,13,9.5,2.2512917986
0,0,0,12,21,3,6.5,1.8718021769
1,1,1,12,43,25,11.1,2.4069451083
1,0,0,14,47,27,24.53,3.1998968583
1,0,0,12,25,7,9.45,2.2460147415
1,0,1,16,26,4,12.581818182,2.5322527704
0,0,1,12,45,27,25,3.2188758249
1,0,0,12,26,8,5,1.6094379124
0,0,0,12,20,2,8,2.0794415417
0,0,0,12,31,13,16.35,2.7942278973
1,0,0,12,42,24,10.25,2.3272777056
1,0,0,12,33,15,9,2.1972245773
0,0,0,16,38,16,23,3.1354942159
1,0,0,12,51,33,25.28,3.2300135693
0,0,0,14,35,15,17,2.8332133441
0,0,0,14,42,22,18.84,2.9359822691
0,0,0,12,51,33,7.2,1.974081026
0,0,0,12,31,13,17.3,2.8507065015
0,0,0,12,29,11,14.75,2.6912430828
0,0,0,12,44,26,11.52,2.4440846553
1,0,0,14,40,20,18.12,2.8970163006
1,1,0,14,34,14,18.05,2.8931456848
1,1,0,12,32,14,11.8,2.4680995315
1,0,0,14,34,14,25.5,3.2386784522
0,0,0,12,21,3,7,1.9459101491
1,0,0,12,18,0,6.5,1.8718021769
0,0,0,12,46,28,27.875,3.3277302298
1,1,0,12,24,6,8,2.0794415417
0,0,0,12,55,37,24.05,3.1801349966
0,0,0,12,49,31,23,3.1354942159
0,0,0,12,36,18,15.75,2.7568403653
0,0,0,18,54,30,13.2125,2.5811633512
1,1,1,16,55,33,28.825,3.3612430662
1,1,0,14,34,14,19.7,2.9806186357
0,1,0,16,51,29,36.05,3.5849068637
0,0,0,20,55,29,20.833333333,3.0365542681
0,0,0,12,49,31,13.31,2.5885156324
0,0,0,20,56,30,73,4.2904594411
0,0,0,12,23,5,7,1.9459101491
1,0,0,12,20,2,6.5,1.8718021769
0,0,0,14,53,33,13,2.5649493575
1,1,0,12,52,34,6.75,1.9095425049
1,0,0,14,43,23,24,3.1780538303
0,0,0,12,49,31,19.225,2.9562115154
1,0,0,14,53,33,18.75,2.9311937524
0,0,0,12,19,1,10,2.302585093
1,0,0,16,36,14,13,2.5649493575
0,0,1,14,45,25,23.911111111,3.174343251
1,1,0,11,42,25,10,2.302585093
0,0,0,16,48,26,42.733333333,3.7549792558
1,0,0,16,54,32,22,3.0910424534
0,0,0,12,50,32,48.075,3.8727622915
0,0,0,12,46,28,15.75,2.7568403653
0,0,0,12,20,2,7,1.9459101491
0,0,0,16,40,18,25.138461538,3.2243990055
0,1,1,12,51,33,25.69,3.2461018111
1,0,0,12,47,29,25,3.2188758249
1,0,0,12,35,17,14.175,2.6514798496
0,0,0,18,43,19,26.218181818,3.2664531326
0,0,0,12,39,21,15.375,2.7327428137
0,0,1,14,51,31,9.75,2.277267285
1,0,0,12,45,27,31.25,3.4420193762
0,0,0,11,19,2,5.5,1.7047480922
1,0,1,12,45,27,21,3.0445224377
0,0,1,18,53,29,28.3,3.3428618046
1,0,0,16,47,25,19,2.9444389792
0,0,0,16,35,13,30,3.4011973817
1,0,0,12,57,39,32.65,3.4858448557
1,0,1,12,48,30,9.04,2.2016591744
1,0,0,12,44,26,14.5,2.6741486494
0,1,0,7,23,10,8,2.0794415417
1,0,0,18,54,30,17.3,2.8507065015
0,0,0,12,22,4,8,2.0794415417
0,0,0,14,35,15,14.12,2.6475922321
0,1,0,12,41,23,3.5714285714,1.2729656758
1,0,0,16,38,16,22,3.0910424534
1,1,0,12,32,14,8,2.0794415417
1,1,0,16,23,1,19.95,2.9932291433
0,1,1,12,56,38,14.5,2.6741486494
1,1,0,18,34,10,20,2.9957322736
1,0,0,12,44,26,12.277777778,2.5077909436
0,0,0,12,46,28,14.12,2.6475922321
1,0,0,12,39,21,7.5,2.0149030205
1,0,0,12,20,2,7.8,2.0541237337
1,0,0,16,25,3,15.375,2.7327428137
1,0,0,12,49,31,8,2.0794415417
0,0,0,16,53,31,12.3,2.5095992624
0,0,0,18,54,30,12.816666667,2.5507464073
0,0,1,12,46,28,20,2.9957322736
0,0,0,12,56,38,14,2.6390573296
0,0,0,14,56,36,13.92,2.6333266549
0,0,0,11,21,4,8,2.0794415417
0,0,1,12,24,6,15,2.7080502011
0,0,0,12,42,24,12.86,2.5541217188
0,0,0,12,37,19,14,2.6390573296
1,1,0,14,23,3,7,1.9459101491
1,0,0,12,37,19,15.5,2.7408400239
0,0,0,12,41,23,10,2.302585093
1,0,0,16,31,9,18.2,2.9014215941
1,0,0,12,37,19,16.89,2.8267217308
0,0,0,12,21,3,12,2.4849066498
1,0,0,12,55,37,6,1.7917594692
1,0,0,12,34,16,10.35,2.3369865197
1,0,0,12,47,29,10.75,2.3749057546
0,0,0,16,31,9,16.825,2.8228658755
1,0,0,9,19,4,7,1.9459101491
0,0,0,12,25,7,10,2.302585093
1,0,0,10,20,4,5.5,1.7047480922
0,0,0,16,48,26,14,2.6390573296
0,0,0,12,26,8,7,1.9459101491
1,0,0,12,22,4,8.5,2.1400661635
0,0,0,11,37,20,11.3,2.4248027257
1,0,0,12,18,0,5.25,1.6582280766
1,0,0,12,40,22,9.6111111111,2.2629198366
1,0,0,16,38,16,28.078947368,3.3350200916
1,1,0,16,41,19,14.9,2.701361213
0,0,0,12,26,8,8.5,2.1400661635
0,0,0,5,28,17,8,2.0794415417
1,0,0,12,33,15,7,1.9459101491
1,0,0,16,31,9,20,2.9957322736
0,0,0,12,26,8,8.5,2.1400661635
1,0,0,12,43,25,20.625,3.0265039322
1,0,0,5,50,39,8.25,2.1102132003
1,0,0,9,28,13,11.25,2.4203681287
0,1,0,12,41,23,16.033333333,2.7746698884
0,0,0,16,23,1,20.2,3.0056826044
0,0,0,11,19,2,6,1.7917594692
1,0,0,12,40,22,10.25,2.3272777056
0,0,0,12,45,27,20,2.9957322736
0,0,0,16,44,22,17.3,2.8507065015
1,0,0,12,45,27,17.3,2.8507065015
0,0,0,12,57,39,23,3.1354942159
1,0,0,16,63,41,48.083333333,3.8729356167
1,0,0,16,24,2,20.5,3.0204248861
1,0,0,12,24,6,7.2,1.974081026
0,0,0,12,27,9,17.3,2.8507065015
1,1,0,12,49,31,12,2.4849066498
0,0,0,16,26,4,32.675,3.4866102595
0,0,1,10,51,35,25.181818182,3.2261222334
1,0,1,18,37,13,42,3.7376696183
1,0,0,12,19,1,10.63,2.3636801924
1,0,0,18,49,25,19.815384615,2.9864586368
1,1,1,14,54,34,14.28,2.6588599569
1,0,1,18,33,9,5.55,1.7137979278
0,0,0,12,23,5,5.5,1.7047480922
0,0,0,18,38,14,60,4.0943445622
0,1,1,10,55,39,16.833333333,2.8233610476
1,0,0,12,28,10,10.575,2.3584927249
1,0,0,16,40,18,26.066666667,3.2606573589
0,0,1,12,50,32,33.65,3.5160130561
0,1,1,9,37,22,10.5,2.3513752572
0,0,0,16,49,27,10,2.302585093
1,0,0,12,46,28,7.125,1.9636097262
1,0,0,12,20,2,7.5,2.0149030205
0,1,1,12,44,26,8.65,2.1575593209
0,0,0,18,51,27,52.454545455,3.9599469937
1,1,0,12,45,27,11,2.3978952728
1,0,0,16,46,24,19,2.9444389792
0,0,0,16,40,18,53.422222222,3.9782268059
1,1,0,14,47,27,8.5,2.1400661635
0,1,0,12,30,12,14,2.6390573296
1,0,0,14,33,13,27,3.295836866
0,0,1,18,43,19,31.25,3.4420193762
0,0,0,16,47,25,40.875,3.7105186292
0,0,0,16,54,32,53.4,3.977810746
0,0,0,12,40,22,17,2.8332133441
1,0,0,12,25,7,11.33,2.427454075
0,0,0,12,35,17,13.5,2.6026896854
1,0,0,18,52,28,4,1.3862943611
0,0,0,14,42,22,25.644444444,3.2443269573
0,0,0,12,29,11,11,2.3978952728
1,0,0,12,60,42,7.9,2.0668627595
0,0,1,12,43,25,15,2.7080502011
0,0,0,20,50,24,44.384615385,3.792892909
0,0,1,12,18,0,12.79,2.5486636156
0,0,0,12,19,1,5.15,1.6389967147
1,0,0,12,51,33,9.5,2.2512917986
1,1,0,14,60,40,10.5,2.3513752572
0,0,0,16,57,35,33.65,3.5160130561
