FEMALE,NONWHITE,UNION,EDUC,AGE,EXPER,WAGE,LNWAGE
1,0,0,14,27,7,7.1,1.960094784
0,0,0,16,31,9,19.230769231,2.9565115604
1,0,0,12,56,38,5,1.6094379124
1,0,0,12,43,25,4.75,1.558144618
0,0,0,12,32,14,9.01,2.1983350716
1,0,0,16,34,12,6.8,1.9169226122
0,0,1,14,61,41,11.65,2.45530618
1,0,1,18,42,18,13.225,2.5821089777
1,0,0,12,65,47,6,1.7917594692
0,0,0,12,20,2,5,1.6094379124
1,0,0,16,39,17,7.3,1.9878743482
0,0,0,14,33,13,8,2.0794415417
1,0,0,14,34,14,15,2.7080502011
0,0,0,16,29,7,6.4166666667,1.8588987721
1,0,0,16,21,-1,12.15,2.4973291698
1,0,0,12,36,18,7.5,2.0149030205
0,0,0,12,49,31,20.2,3.0056826044
0,0,0,12,24,6,4.5,1.5040773968
0,0,0,12,53,35,7.05,1.9530276168
0,0,0,12,28,10,8.55,2.1459312829
1,0,0,12,50,32,5.57,1.7173950539
1,0,0,12,35,17,5.5,1.7047480922
1,0,1,18,26,2,17.35,2.8535925064
1,0,0,12,42,24,5,1.6094379124
1,0,1,16,32,10,12.7,2.5416019935
1,0,0,16,45,23,12.6,2.533696814
1,0,0,12,44,26,9.35,2.2353763433
0,0,1,12,47,29,16.11,2.7794401972
0,0,1,12,53,35,17,2.8332133441
1,0,0,18,46,22,7.29,1.986503546
0,0,0,12,54,36,10.266666667,2.3289024013
0,0,0,16,24,2,8.72,2.1656192379
0,0,0,12,38,20,11.5,2.4423470354
1,0,1,12,52,34,12.81,2.5502261159
1,1,0,16,46,24,20,2.9957322736
1,0,0,18,34,10,16.833333333,2.8233610476
0,0,0,11,20,3,5.25,1.6582280766
0,0,0,16,27,5,10.1,2.3125354238
1,0,0,14,22,2,5,1.6094379124
1,1,1,12,35,17,5,1.6094379124
0,0,0,12,19,1,5,1.6094379124
0,0,0,12,47,29,15,2.7080502011
1,0,0,16,24,2,10.456521739,2.3472258736
1,0,0,14,33,13,8,2.0794415417
1,0,0,14,53,33,12.5,2.5257286443
1,0,0,12,18,0,5,1.6094379124
0,0,0,12,44,26,21.15,3.0516399055
1,0,0,12,23,5,9.625,2.2643638802
0,1,0,18,37,13,31.25,3.4420193762
0,1,0,18,38,14,16.5,2.8033603809
1,0,0,12,42,24,9.01,2.1983350716
0,1,0,18,28,4,19.225,2.9562115154
0,0,0,18,43,19,20.444444444,3.0177111803
0,0,0,12,40,22,17,2.8332133441
1,0,0,12,18,0,6,1.7917594692
1,0,0,14,30,10,11.31,2.4256872901
0,0,0,14,61,41,22.575,3.1168430993
0,0,0,12,50,32,17.84,2.8814431272
1,0,1,12,31,13,11.05,2.402430428
1,0,0,12,61,43,13.45,2.598979106
1,0,0,12,35,17,9.375,2.2380465719
0,0,0,12,43,25,6.6666666667,1.8971199849
0,0,0,16,52,30,15,2.7080502011
1,0,0,12,28,10,5,1.6094379124
1,0,0,16,33,11,7,1.9459101491
0,1,0,16,33,11,25,3.2188758249
1,1,0,18,46,22,12,2.4849066498
1,0,0,12,54,36,12.4,2.5176964726
0,0,0,16,27,5,12.51,2.5265283245
1,0,0,12,27,9,8.65,2.1575593209
0,0,0,18,39,15,3.6727272727,1.3009345122
1,0,0,16,60,38,8,2.0794415417
1,0,0,18,34,10,29.911111111,3.3982300204
1,0,0,16,35,13,23.08,3.1389664416
1,1,0,10,52,36,7,1.9459101491
1,0,1,14,55,35,13.45,2.598979106
1,0,0,12,59,41,8,2.0794415417
0,0,0,16,40,18,13,2.5649493575
0,0,0,12,19,1,6.25,1.8325814637
1,0,0,12,50,32,32.066666667,3.467817069
0,0,0,16,33,11,16.675,2.8139105918
1,1,0,12,37,19,10.67,2.3674360653
1,0,0,20,29,3,2.25,0.8109302162
1,1,0,14,56,36,15.375,2.7327428137
0,1,1,12,24,6,8,2.0794415417
0,0,0,20,51,25,25,3.2188758249
1,1,0,12,39,21,5,1.6094379124
1,1,0,11,18,1,5.25,1.6582280766
0,1,0,12,26,8,8,2.0794415417
0,1,1,12,65,47,10,2.302585093
0,1,0,16,45,23,13.825,2.6264785474
0,0,0,16,45,23,24.833333333,3.2121868367
0,1,0,14,31,11,7.5,2.0149030205
0,1,1,12,38,20,12.5,2.5257286443
1,0,0,12,48,30,15.38,2.7330679641
1,0,0,12,33,15,4.4571428571,1.4945079458
0,0,0,12,53,35,11,2.3978952728
1,0,0,12,50,32,5,1.6094379124
0,1,0,10,28,12,6.25,1.8325814637
1,1,1,16,45,23,14.5,2.6741486494
1,0,0,12,39,21,9.3333333333,2.2335922215
1,0,0,14,42,22,13.333333333,2.5902671654
1,0,0,12,52,34,2.13,0.7561219797
0,0,0,12,29,11,13.45,2.598979106
0,0,0,20,37,11,16.666666667,2.8134107168
1,0,0,12,29,11,6.7,1.9021075264
1,0,0,18,30,6,12.5,2.5257286443
1,0,0,12,30,12,4.32,1.4632554023
1,0,0,12,50,32,12.04,2.4882344399
1,0,0,12,30,12,8.25,2.1102132003
1,0,0,11,50,33,7.95,2.0731719287
1,1,0,12,19,1,4.25,1.4469189829
1,0,0,12,45,27,8.175,2.1010807168
1,0,0,14,47,27,13.45,2.598979106
1,1,0,20,43,17,33.46,3.5103506956
1,0,0,12,46,28,5,1.6094379124
0,0,0,12,44,26,17.5,2.8622008809
0,0,0,16,44,22,25,3.2188758249
0,0,1,12,36,18,12,2.4849066498
0,0,1,12,47,29,19.99,2.9952321485
0,0,1,12,35,17,11.325,2.4270126714
0,0,0,18,53,29,19.44,2.967332799
1,0,0,18,59,35,25,3.2188758249
1,0,0,12,34,16,6,1.7917594692
1,0,0,12,58,40,7,1.9459101491
0,0,0,12,50,32,17.229166667,2.8466036841
0,0,0,12,23,5,7,1.9459101491
1,0,0,12,51,33,7,1.9459101491
0,0,0,11,38,21,7.72,2.043814364
0,0,0,18,46,22,19.05,2.9470671016
1,0,0,16,47,25,9.6,2.2617630985
0,0,0,12,32,14,9.62,2.2638442647
0,0,0,16,26,4,14.616666667,2.6821624302
1,0,0,12,44,26,12.68,2.540025949
1,0,0,12,38,20,5,1.6094379124
1,1,0,12,36,18,5,1.6094379124
0,0,0,14,28,8,12.5,2.5257286443
1,1,0,12,40,22,8,2.0794415417
1,0,0,14,45,25,6.925,1.9351380521
0,0,1,12,23,5,25,3.2188758249
0,0,0,9,45,30,9.7,2.2721258855
1,0,0,16,34,12,13.95,2.6354795083
0,0,0,12,29,11,20,2.9957322736
1,0,0,16,26,4,13.95,2.6354795083
1,1,0,12,48,30,7.53,2.0188950418
1,1,0,12,24,6,6.02,1.7950872593
1,0,0,9,19,4,5.25,1.6582280766
1,1,0,16,37,15,11.857142857,2.4729304587
0,1,0,12,48,30,15,2.7080502011
1,0,0,12,25,7,8.31,2.1174596089
0,0,0,10,53,37,6.6666666667,1.8971199849
0,0,0,14,41,21,11,2.3978952728
1,0,0,12,33,15,10.5,2.3513752572
1,0,0,10,54,38,11,2.3978952728
1,0,0,12,52,34,7.75,2.0476928434
1,0,0,12,46,28,7.55,2.0215475633
1,0,0,12,28,10,8.31,2.1174596089
1,0,0,16,55,33,22,3.0910424534
1,0,0,12,32,14,18,2.8903717579
1,0,0,12,40,22,6.625,1.8908503719
1,0,0,12,20,2,5,1.6094379124
0,0,0,12,21,3,8,2.0794415417
0,0,0,12,33,15,12,2.4849066498
1,0,0,12,47,29,12.625,2.5356789752
1,0,0,12,51,33,12.025,2.486987816
1,0,0,12,56,38,4,1.3862943611
1,1,0,12,44,26,6.24,1.8309801824
0,0,0,12,41,23,9.1428571429,2.2129729343
1,0,0,12,20,2,5,1.6094379124
0,0,0,1,44,37,13.65,2.6137395216
1,0,0,16,27,5,12.7,2.5416019935
1,0,0,12,35,17,8.65,2.1575593209
0,0,0,12,28,10,13.666666667,2.614959778
0,1,0,12,25,7,5,1.6094379124
1,1,0,12,49,31,5.65,1.7316555452
0,1,0,7,37,24,5.25,1.6582280766
1,1,0,14,37,17,12.975,2.5630244291
0,0,0,12,39,21,12.8,2.5494451709
1,0,0,12,37,19,7.05,1.9530276168
1,0,0,10,52,36,50,3.9120230054
1,1,0,12,36,18,5,1.6094379124
0,0,0,18,60,36,10.244444444,2.3267355532
0,0,0,12,22,4,6,1.7917594692
0,1,0,14,25,5,8.5846153846,2.1499716925
0,0,0,12,28,10,5.0277777778,1.6149780928
0,0,0,12,57,39,6,1.7917594692
1,0,0,16,48,26,12.975,2.5630244291
1,1,0,10,40,24,7.5,2.0149030205
0,1,0,12,34,16,7.8,2.0541237337
0,0,0,7,56,43,12,2.4849066498
0,1,0,12,49,31,5,1.6094379124
1,1,0,12,28,10,3.9,1.3609765531
1,1,1,11,39,22,13,2.5649493575
0,0,0,12,60,42,24.025,3.1790949549
1,0,0,11,56,39,7.5,2.0149030205
1,0,0,12,56,38,10.6,2.3608540011
0,1,0,1,40,33,4,1.3862943611
0,0,0,12,30,12,12.975,2.5630244291
1,0,0,12,27,9,6.35,1.8484548129
1,0,0,14,45,25,17.8,2.8791984573
1,1,1,12,32,14,28.85,3.362109993
1,1,0,12,51,33,4.75,1.558144618
1,0,0,12,55,37,23.1,3.1398326175
1,0,0,14,37,17,8,2.0794415417
1,0,0,7,51,38,8.03,2.083184528
1,1,0,14,38,18,14.25,2.6567569067
0,1,0,12,59,41,7,1.9459101491
1,0,0,12,36,18,5.5,1.7047480922
0,0,0,12,45,27,7.25,1.9810014689
1,0,0,12,19,1,7.5,2.0149030205
0,0,0,10,31,15,13.5,2.6026896854
1,0,0,12,31,13,10,2.302585093
0,1,1,12,42,24,7,1.9459101491
1,0,0,18,24,0,5.45,1.6956156087
1,0,0,16,41,19,22.6,3.1179499063
1,0,1,12,39,21,6.15,1.8164520818
0,0,0,16,42,20,29.483333333,3.3838251319
1,0,0,12,27,9,5,1.6094379124
1,0,0,12,50,32,8.2,2.1041341543
1,0,0,5,61,50,9,2.1972245773
0,0,0,12,39,21,38.45,3.649358696
0,0,0,12,32,14,8.5,2.1400661635
1,0,0,12,35,17,7.52,2.017566138
0,0,0,12,60,42,6.5,1.8718021769
0,0,0,16,38,16,15.1,2.7146947438
1,0,0,14,36,16,20,2.9957322736
1,0,0,12,43,25,12.777777778,2.547707551
0,0,0,20,47,21,6,1.7917594692
1,0,0,12,54,36,7.5,2.0149030205
0,0,1,12,37,19,13.85,2.6282852326
1,1,0,12,26,8,5.5,1.7047480922
0,0,0,14,46,26,48.075,3.8727622915
0,0,0,14,35,15,10.58,2.3589654264
0,0,0,12,51,33,12.5,2.5257286443
0,0,0,14,44,24,12.5,2.5257286443
1,0,0,14,26,6,18,2.8903717579
0,0,0,18,53,29,18.75,2.9311937524
0,0,0,9,28,13,7,1.9459101491
1,1,1,5,54,43,4.6,1.5260563035
0,0,0,16,24,2,5.9523809524,1.7837912996
1,0,0,12,60,42,4.325,1.4644121404
0,0,0,12,46,28,12,2.4849066498
1,0,0,14,27,7,9.02,2.1994443341
1,0,0,12,24,6,5.25,1.6582280766
0,0,0,12,24,6,9,2.1972245773
0,1,0,5,44,33,12,2.4849066498
1,0,0,12,44,26,5.25,1.6582280766
1,0,0,18,32,8,13.9,2.6318888401
0,0,0,12,46,28,16.58,2.8081971497
1,0,0,12,33,15,5.25,1.6582280766
1,0,0,12,37,19,10,2.302585093
1,0,0,1,56,49,5.7142857143,1.7429693051
1,1,0,12,25,7,7.99,2.0781907598
0,0,0,5,51,40,5.76,1.7509374747
1,0,0,14,47,27,10.76,2.3758355547
1,1,0,14,40,20,16.34,2.7936160894
0,0,0,14,54,34,6,1.7917594692
0,0,0,12,37,19,18,2.8903717579
1,0,0,12,42,24,9,2.1972245773
1,1,0,14,42,22,6.48,1.8687205104
1,0,0,12,28,10,8,2.0794415417
1,0,0,12,61,43,14.97,2.7060481984
0,0,1,12,45,27,15.657142857,2.7509272255
0,0,0,12,39,21,6,1.7917594692
0,0,0,14,23,3,4.75,1.558144618
0,0,0,16,24,2,13.9,2.6318888401
1,0,0,14,25,5,6.5,1.8718021769
1,0,0,12,57,39,10.08,2.3105532626
0,0,0,12,57,39,19.73,2.98214032
0,1,0,7,43,30,8.25,2.1102132003
0,0,1,14,25,5,14,2.6390573296
1,0,0,14,40,20,19.225,2.9562115154
0,0,1,12,28,10,25,3.2188758249
1,0,0,12,46,28,5.85,1.7664416612
0,0,0,12,62,44,19.225,2.9562115154
1,0,0,12,59,41,6.5,1.8718021769
1,0,0,12,38,20,5,1.6094379124
1,1,0,16,44,22,20.123076923,3.0018672621
1,0,0,12,35,17,6.05,1.800058272
0,0,0,16,45,23,21.625,3.0738500528
1,0,0,12,57,39,14.175,2.6514798496
0,0,0,18,36,12,23.333333333,3.1498829534
1,0,0,16,29,7,8.75,2.1690537004
1,0,0,14,33,13,8.5,2.1400661635
0,0,1,18,43,19,24.3,3.1904763503
0,0,0,10,38,22,10,2.302585093
1,0,0,12,43,25,4.75,1.558144618
1,0,0,16,32,10,18,2.8903717579
1,0,0,12,19,1,4.75,1.558144618
1,0,0,12,47,29,6.4,1.8562979904
0,0,0,12,31,13,10.5,2.3513752572
1,0,0,16,35,13,9.5,2.2512917986
0,0,0,12,39,21,11.458333333,2.4387172673
0,0,1,12,26,8,11.666666667,2.4567357728
1,0,0,12,35,17,6.25,1.8325814637
1,1,0,16,31,9,10,2.302585093
0,0,0,12,40,22,6.25,1.8325814637
1,0,0,12,34,16,4.25,1.4469189829
1,0,0,16,22,0,5,1.6094379124
1,1,0,12,31,13,4.6285714286,1.5322482737
0,0,0,10,29,13,7.35,1.9947003132
0,1,1,14,43,23,18,2.8903717579
1,1,0,12,20,2,4.5,1.5040773968
0,1,0,12,25,7,4.5,1.5040773968
1,0,0,12,38,20,11.55,2.446685437
1,0,0,12,30,12,10,2.302585093
1,0,0,18,29,5,18.222222222,2.9026418505
1,0,0,12,34,16,7,1.9459101491
0,0,1,12,42,24,14,2.6390573296
1,0,0,12,49,31,17.5,2.8622008809
0,0,0,10,29,13,6.75,1.9095425049
1,0,0,16,37,15,9.375,2.2380465719
1,0,0,12,25,7,4.35,1.4701758451
0,0,0,18,48,24,28.85,3.362109993
0,1,0,12,31,13,6.25,1.8325814637
0,1,0,12,31,13,9.7166666667,2.2738426241
0,0,0,12,42,24,7,1.9459101491
1,0,0,14,48,28,10.98,2.3960754361
1,0,0,14,34,14,9.5,2.2512917986
1,1,0,12,37,19,5.625,1.7272209481
1,0,0,12,48,30,6,1.7917594692
1,1,0,12,22,4,5.25,1.6582280766
0,1,1,11,34,17,8.3,2.1162555148
0,0,0,12,20,2,5.5,1.7047480922
0,0,0,12,34,16,25.475,3.2376975791
0,0,1,16,45,23,12.58,2.5321082513
0,0,0,12,43,25,17.64,2.8701690506
0,0,1,18,38,14,14.1,2.6461747974
1,0,0,14,43,23,20,2.9957322736
1,1,0,12,41,23,5.19,1.6467336972
1,0,0,16,29,7,7,1.9459101491
0,0,0,12,51,33,11.35,2.4292177439
0,0,0,18,33,9,14.9,2.701361213
1,0,0,18,34,10,14.9,2.701361213
0,0,0,5,53,42,10,2.302585093
1,0,0,7,65,52,2.45,0.8960880246
1,0,0,12,62,44,7.54,2.020222182
1,0,0,12,55,37,5,1.6094379124
1,1,0,12,52,34,5,1.6094379124
0,0,0,12,43,25,8.5,2.1400661635
1,0,0,12,31,13,4.5,1.5040773968
0,0,0,12,38,20,9.375,2.2380465719
1,0,0,12,38,20,6.5,1.8718021769
0,0,0,14,34,14,18,2.8903717579
0,0,0,11,33,16,10.5,2.3513752572
1,0,0,12,28,10,6.7,1.9021075264
1,0,0,14,21,1,13.571428571,2.6079667425
0,1,1,12,41,23,10,2.302585093
0,0,0,18,54,30,15.38,2.7330679641
0,0,0,9,57,42,5,1.6094379124
0,0,0,12,49,31,12.5,2.5257286443
0,0,1,12,35,17,14.425,2.6689628124
0,0,0,12,19,1,3.5625,1.2704625456
0,0,0,20,58,32,33.65,3.5160130561
0,0,0,20,29,3,11.25,2.4203681287
1,0,0,12,52,34,7.82,2.0566845546
1,0,0,12,48,30,6.6666666667,1.8971199849
1,0,0,12,47,29,9.225,2.2219171899
1,0,1,18,43,19,13.275,2.5858825671
0,0,0,12,20,2,4.5,1.5040773968
0,0,0,16,38,16,31.725,3.4571050136
1,0,0,12,47,29,21.625,3.0738500528
0,0,0,18,25,1,14.977777778,2.7065676211
1,0,0,14,44,24,9.225,2.2219171899
0,0,0,12,43,25,18.25,2.90416508
0,0,0,12,42,24,14,2.6390573296
1,0,0,12,25,7,8.68,2.1610215287
1,0,0,16,23,1,12.5,2.5257286443
0,0,0,5,56,45,7,1.9459101491
0,0,0,20,30,4,8,2.0794415417
0,0,0,12,43,25,12.45,2.5217206229
1,0,0,12,39,21,8.69,2.1621729393
0,0,0,16,43,21,26.218181818,3.2664531326
0,1,1,18,51,27,7,1.9459101491
0,0,0,12,35,17,5,1.6094379124
0,0,0,1,31,24,5.5,1.7047480922
1,1,0,12,22,4,7,1.9459101491
0,1,0,12,30,12,12,2.4849066498
1,1,0,12,35,17,5.775,1.7535382564
0,0,0,12,52,34,10.325,2.3345681388
1,1,0,12,38,20,5.85,1.7664416612
0,0,0,5,55,44,4.25,1.4469189829
0,0,0,16,41,19,32.05,3.4672971834
1,0,0,12,61,43,16.14,2.7813006628
0,0,0,12,47,29,11.37,2.4309783078
1,0,0,12,53,35,13.383333333,2.5940101517
0,0,1,20,63,37,20.76,3.0330280583
1,1,0,16,36,14,17.86,2.8825635754
1,0,0,18,28,4,22.5,3.1135153092
1,0,0,12,19,1,7,1.9459101491
1,0,0,12,45,27,6.35,1.8484548129
0,0,0,16,27,5,16.326530612,2.7927914296
0,0,0,12,24,6,5.85,1.7664416612
1,0,0,12,38,20,4.5,1.5040773968
1,0,0,12,35,17,9.5,2.2512917986
0,0,0,12,39,21,19,2.9444389792
1,0,0,16,30,8,32.466666667,3.480213922
0,0,0,14,49,29,11.533333333,2.4452413934
1,0,0,18,26,2,7.4166666667,2.0037297199
0,0,0,18,27,3,22.93,3.1324460969
0,1,0,16,36,14,5.7666666667,1.7520942128
0,1,0,12,25,7,6,1.7917594692
1,1,0,12,42,24,5.3,1.6677068206
1,1,0,5,45,34,4.5,1.5040773968
0,0,1,10,35,19,15,2.7080502011
0,1,0,12,27,9,10.526315789,2.3538783874
0,1,0,12,42,24,8,2.0794415417
0,0,0,1,28,21,7.3,1.9878743482
0,0,0,12,50,32,8,2.0794415417
1,0,0,12,51,33,5,1.6094379124
0,0,0,10,53,37,13.95,2.6354795083
1,0,0,12,40,22,6.25,1.8325814637
1,0,0,16,28,6,9.6166666667,2.2634977043
1,0,0,14,29,9,8.53,2.1435893615
0,0,0,9,27,12,6.5,1.8718021769
1,1,0,12,45,27,4.5,1.5040773968
1,0,0,12,30,12,7,1.9459101491
0,0,0,12,38,20,9.42,2.2428350886
0,0,0,12,33,15,13,2.5649493575
0,0,0,9,32,17,6.6,1.887069649
0,1,0,12,23,5,6,1.7917594692
0,0,0,12,25,7,8.41,2.129421474
1,0,0,12,56,38,8.1333333333,2.0959708436
0,0,0,14,53,33,13.8,2.6246685922
1,0,0,12,51,33,14.020833333,2.6405443187
0,0,0,12,35,17,9.24,2.2235418857
1,0,0,12,37,19,5.775,1.7535382564
0,0,1,12,51,33,12,2.4849066498
1,0,0,12,41,23,5.3,1.6677068206
1,0,0,12,47,29,5,1.6094379124
0,0,1,12,48,30,16.51,2.8039662579
0,0,0,18,35,11,12.025,2.486987816
1,0,0,16,40,18,23.08,3.1389664416
1,0,1,12,41,23,13,2.5649493575
1,0,0,14,41,21,7,1.9459101491
0,0,0,12,50,32,15,2.7080502011
1,0,0,18,52,28,5,1.6094379124
0,0,0,16,38,16,21.333333333,3.0602707947
1,0,0,12,42,24,6.4,1.8562979904
0,0,1,14,42,22,15,2.7080502011
1,0,0,12,40,22,17.3,2.8507065015
1,0,0,12,58,40,10.5,2.3513752572
0,0,0,12,21,3,7.3,1.9878743482
0,0,0,12,40,22,22.8,3.126760536
0,0,0,12,29,11,10.98,2.3960754361
0,0,0,12,41,23,15.49,2.7401946544
1,0,0,12,47,29,6.75,1.9095425049
0,0,0,20,41,15,16.82,2.8225686545
0,0,0,18,42,18,18.5,2.9177707321
0,0,0,12,26,8,12.5,2.5257286443
1,0,0,12,34,16,8.5,2.1400661635
0,0,1,18,65,41,22,3.0910424534
1,0,0,12,41,23,9,2.1972245773
0,0,1,12,46,28,16.06,2.7763317085
1,0,0,12,28,10,6.75,1.9095425049
0,0,0,12,22,4,6.5,1.8718021769
0,0,0,12,21,3,2.803030303,1.0307010831
1,0,0,12,32,14,4,1.3862943611
0,0,0,12,27,9,6.25,1.8325814637
0,0,0,12,25,7,7.5,2.0149030205
0,0,0,12,36,18,7,1.9459101491
0,0,0,12,35,17,20.3,3.010620886
0,0,0,12,36,18,16.333333333,2.7932080094
0,0,0,14,21,1,7,1.9459101491
0,0,0,12,24,6,11.216666667,2.4174007674
1,0,0,16,29,7,6.5,1.8718021769
0,0,0,12,35,17,7.45,2.0082140324
1,0,0,16,24,2,8.65,2.1575593209
0,0,0,12,65,47,8,2.0794415417
0,0,0,12,54,36,8,2.0794415417
1,0,0,11,30,13,6,1.7917594692
1,0,0,11,18,1,6.3,1.8405496334
0,0,0,12,22,4,6.5,1.8718021769
1,0,0,14,40,20,25,3.2188758249
0,0,0,18,36,12,30.76,3.4262151446
1,0,0,16,49,27,12.044444444,2.4886035117
0,0,0,12,26,8,6.5,1.8718021769
1,0,0,14,39,19,13.43,2.5974910105
1,0,0,12,33,15,12.2,2.5014359517
1,0,0,12,58,40,4.92,1.5933085305
0,0,0,14,38,18,7.7777777778,2.0512706647
0,0,0,12,30,12,12.975,2.5630244291
0,0,0,16,40,18,10.79,2.3786197793
1,0,0,12,33,15,13.732142857,2.6197392788
1,0,0,12,38,20,12.025,2.486987816
0,0,0,18,36,12,19.225,2.9562115154
0,0,0,16,49,27,10.79,2.3786197793
0,0,0,12,37,19,8,2.0794415417
0,0,0,16,34,12,11.216666667,2.4174007674
0,0,0,18,31,7,7.5,2.0149030205
1,0,0,10,22,6,4,1.3862943611
1,0,0,11,18,1,3.9,1.3609765531
0,0,0,12,32,14,10,2.302585093
0,0,0,12,47,29,12,2.4849066498
0,1,0,11,34,17,5,1.6094379124
0,0,0,16,32,10,7,1.9459101491
1,0,0,14,30,10,9.33,2.2332350149
0,0,0,12,45,27,25.555555556,3.2408547316
0,0,0,12,20,2,7.32,1.990610328
0,0,0,10,20,4,8.5,2.1400661635
0,0,0,5,26,15,5,1.6094379124
1,0,0,12,20,2,8,2.0794415417
0,0,0,12,22,4,7.5,2.0149030205
0,0,0,12,46,28,14.375,2.6654905867
0,0,0,10,59,43,11,2.3978952728
0,0,0,12,34,16,7.5,2.0149030205
0,0,0,12,37,19,14,2.6390573296
0,0,0,12,55,37,18.025,2.8917596832
0,0,0,12,20,2,9,2.1972245773
1,0,0,12,41,23,8,2.0794415417
0,0,0,12,25,7,4.25,1.4469189829
1,0,0,12,32,14,6,1.7917594692
1,0,0,12,31,13,7.65,2.0347056478
1,0,0,18,47,23,38.46,3.6496187402
1,0,0,12,52,34,9.0789473684,2.2059582573
0,0,0,18,31,7,24.05,3.1801349966
1,1,0,12,33,15,6,1.7917594692
0,0,0,12,30,12,10,2.302585093
0,0,1,16,53,31,10.383333333,2.3402019566
0,0,0,11,18,1,4,1.3862943611
0,0,0,14,35,15,17,2.8332133441
0,0,0,12,50,32,15.38,2.7330679641
0,0,0,12,41,23,14.425,2.6689628124
1,0,1,12,55,37,7.25,1.9810014689
0,0,0,12,46,28,20,2.9957322736
0,0,0,12,26,8,5.75,1.7491998548
0,0,1,12,39,21,19.8,2.9856819377
1,0,0,12,59,41,7.5,2.0149030205
0,0,0,12,40,22,7,1.9459101491
0,0,1,12,32,14,12,2.4849066498
0,0,1,12,64,46,18.4,2.9123506646
1,0,0,16,32,10,7.5,2.0149030205
1,0,0,14,51,31,16.825,2.8228658755
1,1,0,12,28,10,9.225,2.2219171899
0,0,0,12,20,2,7,1.9459101491
0,0,0,16,53,31,9.6125,2.2630643348
1,0,0,12,22,4,7.99,2.0781907598
1,0,0,12,35,17,16.825,2.8228658755
0,0,0,12,53,35,10.1,2.3125354238
0,0,1,12,48,30,15.25,2.7245795031
1,0,0,18,49,25,20.9,3.039749159
1,0,0,16,47,25,14.86,2.6986730393
0,0,0,18,31,7,4.325,1.4644121404
0,1,0,12,46,28,4.5,1.5040773968
0,0,1,18,35,11,10.95,2.3933394563
1,0,1,12,44,26,12.5,2.5257286443
0,0,0,12,40,22,24.0375,3.1796151109
0,0,0,16,26,4,13.5,2.6026896854
0,0,0,16,26,4,8.7,2.1633230257
0,0,1,12,42,24,10,2.302585093
0,0,1,14,36,16,6.72,1.9050881545
0,0,1,12,37,19,13.25,2.5839975524
1,1,0,1,30,23,1.43,0.3576744443
0,0,1,12,53,35,22,3.0910424534
0,0,1,12,54,36,12.8,2.5494451709
1,0,0,16,62,40,25,3.2188758249
0,0,0,20,61,35,34.963636364,3.5543085604
0,0,0,12,62,44,4.75,1.558144618
0,1,0,14,42,22,9,2.1972245773
1,0,0,16,30,8,9.62,2.2638442647
0,0,0,16,39,17,14.62,2.6823904543
0,0,0,18,35,11,32.05,3.4672971834
1,0,1,20,53,27,14.8,2.6946271808
1,0,1,18,43,19,16.15,2.7819200497
0,1,0,12,18,0,6.5,1.8718021769
0,0,0,12,19,1,5.5,1.7047480922
0,0,1,12,34,16,9.5,2.2512917986
1,0,0,12,21,3,7,1.9459101491
1,0,0,16,28,6,10.42,2.3437270363
0,0,0,16,29,7,5.5,1.7047480922
0,0,0,12,34,16,10,2.302585093
1,0,0,12,18,0,5,1.6094379124
1,0,0,12,60,42,5.75,1.7491998548
0,0,0,7,36,23,10,2.302585093
1,0,0,18,45,21,23.075,3.1387497804
0,0,1,18,30,6,21,3.0445224377
0,0,0,12,52,34,33,3.4965075615
1,0,0,12,38,20,5.5,1.7047480922
1,0,0,12,19,1,6,1.7917594692
1,1,0,14,43,23,8.27,2.112634509
0,0,0,12,43,25,27.875,3.3277302298
0,0,1,12,32,14,20,2.9957322736
1,0,1,12,45,27,15.684210526,2.7526545073
0,0,1,14,47,27,9.5,2.2512917986
1,0,0,12,48,30,19.12,2.9507349076
0,0,0,12,23,5,10,2.302585093
1,0,0,12,21,3,6.5,1.8718021769
1,0,0,14,52,32,6,1.7917594692
0,0,0,14,26,6,6,1.7917594692
1,0,0,12,42,24,7,1.9459101491
1,1,0,14,36,16,6.45,1.8640801308
1,0,0,20,28,2,8.4,2.1282317058
1,1,1,16,35,13,10,2.302585093
0,1,0,12,57,39,31.25,3.4420193762
0,0,0,16,29,7,21,3.0445224377
0,0,0,10,18,2,10,2.302585093
1,0,0,12,23,5,6,1.7917594692
0,0,0,12,27,9,7.5,2.0149030205
1,1,0,12,57,39,8.08,2.0893918725
1,0,1,12,29,11,12.11,2.4940315576
0,0,0,16,41,19,24.75,3.208825489
1,0,0,12,38,20,7.84,2.0592388344
0,0,0,12,39,21,7.5,2.0149030205
0,0,0,14,28,8,7,1.9459101491
1,0,0,12,50,32,7,1.9459101491
0,0,0,14,37,17,29.911111111,3.3982300204
1,0,0,12,56,38,8.45,2.1341664414
1,0,0,12,35,17,16.3,2.7911651078
0,0,1,16,31,9,15,2.7080502011
1,0,0,12,26,8,7.5,2.0149030205
0,0,0,18,24,0,21.3,3.0587070727
1,1,1,12,27,9,20.625,3.0265039322
1,1,0,12,61,43,7.05,1.9530276168
0,0,0,16,54,32,20.175,3.0044442142
0,0,1,12,24,6,13,2.5649493575
0,0,0,12,19,1,5.25,1.6582280766
1,0,0,12,38,20,9.3,2.2300144002
1,0,0,18,41,17,11.288888889,2.4238189578
